folder,make,code,category,fuel,displacement,images_saved,caption,post_url
Toyota_2NZ_1.3L,Toyota,2NZ,Engine,Petrol,1.3L,5,"TOYOTA 2NZ(1.3L), V4 GASOLINE ENGINE",https://www.facebook.com/jdmmiamimotors/posts/pfbid02gFjA7otLYnszEhXKEzcWAugHYB8LM6jC9TTmVG6zR28TGz6txxmtPvhsoGpfPvwl
Mazda_WL_2.5L,Mazda,WL,Engine,Diesel,2.5L,5,MAZDA WL 2.5L V4 TURBO CHARGED DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02mkSBLvUKMu5Xp4VJWknY8Poe4KBp7PE69b7b2VBsc1d7fELAmBhGamxunNjpqu2Jl
Ford_E5FB_2.3L,Ford,E5FB,Engine,Petrol,2.3L,5,FORD E5FB – 2.3L PETROL DOHC 16V ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid036G5YG7daKdcEaiYxDdorTC8QwA5s8DRZ5YXG3WVMyoeX8sJPGseFwWyvDHcvqR8yl
Nissan_TD27-TURBO_2.7L,Nissan,TD27-TURBO,Engine,Diesel,2.7L,4,NISSAN TD27-TURBO 2.7L DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid02t3CMuqHa7X84XxS6dHCrwsQRcFK8kqa1xVRfTsTdp7kWjUHRJ56oAXZVYiCtMs6Vl
Nissan_YD25-D40_2.5L,Nissan,YD25-D40,Engine,Diesel,2.5L,5,NISSAN YD25-D40 2.5L V4 TURBO CHARGED DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02Dg3HqEvSk2kR6GitLCoxHrEpbfVWvFRRi9w1Rfww8Qb3fHBGsNgi5pcAzXHKQ4K7l
Mazda_L3_2.3L,Mazda,L3,Engine,Petrol,2.3L,5,MAZDA L3 / MZR (2.3L) PETROL ENGINE (DOHC 16-VALVE),https://www.facebook.com/jdmmiamimotors/posts/pfbid02vYzVxPrhVFvBbg3cTmNKywFbJ5LmK9NmGhLbbw2tpnEJaVLtM6fSUgScDhtsXPtzl
Suzuki_M16A_1.6L,Suzuki,M16A,Engine,Petrol,1.6L,3,SUZUKI M16A 1.6 L GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0zyXYCSzMpRBozqy7iknyrPBRxdmXuKdojvYYA7K6WD4aL9eVfKxZLSSoYx7ay1cYl
Nissan_QR20_2.0L,Nissan,QR20,Engine,Petrol,2.0L,4,NISSAN QR20 2.0L V4 GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0U1EsGCkPqXRptnCdtngfxtatGZWjzscN4H2Kcw5yXzyoBKgv98jpLAeE3Vw2DQFjl
Suzuki_J20A_2.0L,Suzuki,J20A,Engine,Petrol,2.0L,4,SUZUKI J20A 2.0 L GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0qaZx18ryFoqBaHo5cKyhsrQXKMm9iSSooBNTrG6wpodZ4r7XRumPZGzPQ9eDiedvl
Hyundai_G3LA_1.0L,Hyundai,G3LA,Engine,Petrol,1.0L,4,HYUNDAI G3LA 1.0 L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02bRxp94tG43KbV8Cvz9DAbfTWoBAA2Nd48aCdMzCHGU7fKDn9iS4mVDBC9m8sNRtxl
Mitsubishi_4D56-U_2.5L,Mitsubishi,4D56-U,Engine,Diesel,2.5L,3,MITSUBISHI TRITON 4D56-U(CRDi)2.5L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0pswf2yjuk5Bsr4aKf11uSsq1AYd1t2fPfyxSgM7GqM4zLboUtWjNZjFNvk9bTGQjl
Toyota_1KZ_3.0L,Toyota,1KZ,Engine,Diesel,3.0L,3,TOYOTA 1KZ 3.0L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0Tei3J6rmJbvUYMq3bp8q8vF6xp3occwYR3nwWqQoXGJzmWcDQLq2cyvvLTLUP514l
Mitsubishi_4N15_2.4L,Mitsubishi,4N15,Engine,Diesel,2.4L,3,MITSUBISHI 4N15 2.4L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02Aym6UTY466Se2LYngEjYGiAN54mjzAAcZqqaUiAm9UGL4W9snxikGNeP1JwJDux4l
Ford_P5AT_3.2L,Ford,P5AT,Engine,Diesel,3.2L,4,FORD RANGER P5AT 3.2L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0fZTk6jvBQE8unUzRwhfy5iLu1euVe5PKTq2d9uEFWrzzG9bjq2cH8XaVHLdsM7iyl
Mazda_WL_2.5L__2,Mazda,WL,Engine,Diesel,2.5L,3,MAZDA WL 2.5L V4 DIESEL ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02HKoH6DMSrSEf2PrtXWNQyCXJTnxjj1DtCL5ur8UF6VpyzhTFkNZRaL9Bn1hszACPl
Isuzu_4JJ3_3.0L,Isuzu,4JJ3,Engine,Diesel,3.0L,3,ISUZU 4JJ3 AT- DMAX – 3.0 L DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid05EnCLWcH5aKTAMcgP8etUEVgC2gtd5RTzaVvSB78Vy1183t9v9bhzgewDisxGm8cl
Nissan_QG15_1.5L,Nissan,QG15,Engine,Petrol,1.5L,2,NISSAN QG15 1.5L V 4 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02pghB8t6xgsn3MTButzwRcSwb8SJxnkZmqUFTbY6EaNY6qYzrTNWvCKnBfqZs3QHyl
Nissan_GA15_1.5L,Nissan,GA15,Engine,Petrol,1.5L,2,NISSAN GA15 1.5L V 4 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0bXyFfSJ2YebejNQzoavz2ME2JnhWAGwyq8KH3qEgMyW9BVbUD7Ap1a2GKqA35G5nl
Toyota_1KD_3.0L,Toyota,1KD,Engine,Diesel,3.0L,3,TOYOTA 1KD 3.0L V4 DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid02f2E8anoaJAUb52276ZxAqFVb8hSSSF8qNsbZQarbTQ2hDxUXDKQuDgsq5mnqTixKl
Toyota_22R_2.4L,Toyota,22R,Engine,Petrol,2.4L,3,TOYOTA 22R 2.4L V4 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0q8uR3WVw62cA6DzmzHndarRrWfGTFkbhvCFieyKwuz4ihTPT3GXEvi7LtNufYWRMl
Nissan_QD32-TURBO_3.2L,Nissan,QD32-TURBO,Engine,Diesel,3.2L,3,NISSAN QD32-TURBO  3.2L MANUAL PUMP V4 DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid0ehSiD9tW3fznJ63pyhrXGJs6b7tXuZWzmCFo49TNbdY1LTG99p792GVTA7dSdTegl
Toyota_2GR_3.0L,Toyota,2GR,Engine,Petrol,3.0L,3,TOYOTA 2GR/3GR 3.5/3.0 L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02G7r86NbKwMh2Yq9bcXAYhHgtyVwSKH4kAfmVKBxam25paJPvEjabWsVw8cBrZa4l
Nissan_GA16_1.6L,Nissan,GA16,Engine,Petrol,1.6L,3,NISSAN GA16 1.6 L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02XJ2dZ3NWGPL6pAHJyj3L58uaG2m9ABPogH4mu9neyMkZF8SgNmDJBsa8K97WAGS2l
Mazda_RF6_2.0L,Mazda,RF6,Engine,Diesel,2.0L,4,MAZDA RF6 2.0L COMMON RAIL DIESEL ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0PrYKZXK7i9YZBNiMSqEetyKNU7pE5DEarihT18z7yQpe4fPCmTpkFGShgRaix5oMl
Nissan_MR20_2.0L,Nissan,MR20,Engine,Petrol,2.0L,4,NISSAN MR20 2.0L V4 GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0mHMLSeZGiZghaXa2ZrVtAjLP8K9VchmwM7b2mbyiN8zWsVA6Q3TZ5yy1aEe14Z1ql
Hyundai_D4ED_2.2L,Hyundai,D4ED,Engine,Diesel,2.2L,3,HYUNDAI D4ED 2.2 L DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid0f3YBDD7w2XW1MDow4JsYwPdHzL9P61wgQmpfkCNL5joM5Q8jn4QKfZ1ck9DBLZnsl
Toyota_1NZ_1.5L,Toyota,1NZ,Engine,Petrol,1.5L,5,"Toyota 1NZ(1.5L) & 2NZ(1.3L), V4 GASOLINE ENGINE",https://www.facebook.com/jdmmiamimotors/posts/pfbid0QuUmjNpFu95GCwyVucwH3Ph4eZsivJsuWFGue3FaKynZSgigdbWtgv8odJGWKoCWl
Mitsubishi_4D56-U_2.5L__2,Mitsubishi,4D56-U,Engine,Diesel,2.5L,4,MITSUBISHI TRITON 4D56-U(CRDi)2.5L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid037nKZZsTUSee6uKQvJQcpsFaCv9TG7EGFyjjNUuN4vn7mza7vgBekxvmTcEX8mkuwl
Mitsubishi_6G72_3.0L,Mitsubishi,6G72,Engine,Petrol,3.0L,4,MITSUBISHI  6G72 3.0L V6 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02WrzEguGVredtti38zEANYt2uVishCHoWVk3xGQmM4h5Q6smMzzDZehMJKQzoFgEl
Nissan_QR25_2.0L,Nissan,QR25,Engine,Petrol,2.0L,4,NISSAN QR25 2.0L/2.5L V4 GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid03epp1s83PotfnjkJzfLywZHCuABhJzJXoXFN5t3DAwuNCJFKwUd12eaxqGa1oomfl
Hyundai_G4KG_2.4L,Hyundai,G4KG,Engine,Petrol,2.4L,5,HYUNDAI G4KG 2.4L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02vbPpwcpe546ZquD55KLvGHVtMvEpKsAXivjuuRtYgMPmPHQ1w6ZL8UWC8kLU23WCl
Hyundai_D4BB_2.5L,Hyundai,D4BB,Engine,Diesel,2.5L,5,HYUNDAI – D4BB 2.5L V4 TURBO AND NON-TURBO DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0dBe2SD5hdxMzT7dgpCYoMB7wKDYz6RPY86DASWwP8vGdf8FF9Y8manc5HN4pVoxCl
Nissan_YD25_2.5L,Nissan,YD25,Engine,Diesel,2.5L,5,NISSAN YD25 2.5L V4 TURBO CHARGED DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0WUQz7uCvvmnNApXofwHhuq3gBawZATgJcdXE2pf5yZfrQsxBHrt22RYSzgC1fagYl
Nissan_TD27-TURBO_2.7L__2,Nissan,TD27-TURBO,Engine,Diesel,2.7L,5,NISSAN TD27-TURBO 2.7L DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid02U8EAriWhymtqLTcC4JWZhwEgHX3js7HH7GBhXPjYgSCgVSVrdsKoFDx7au2iYfm8l
Toyota_5L_3.0L,Toyota,5L,Engine,Diesel,3.0L,4,TOYOTA 5L 3.0L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid034PJgzFv3fZeqfQzXmXSy8iuQpD1twnxX6uxbGw3izHKfNgrmVpa57duJvLMivCKcl
Toyota_3L_2.8L,Toyota,3L,Engine,Diesel,2.8L,5,TOYOTA 3L 2.8 L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0T3S6ee5ZSRFTuxASAqPyBnqVikfx7ZFyjh41VpQLhQgzak5tj8AmBenvATSjwHiCl
Hyundai_D4HA_2.0L,Hyundai,D4HA,Engine,Diesel,2.0L,4,HYUNDAI D4HA (2.0L)  / D4HB (2.2L) TURBO CHARGED DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid0ZDyCxmEZSFe1T8uFnVWb9YxULQrco6SAJvepid3H7CkvnoHfrQt3RMeSXsohxvrtl
Nissan_ZD30_3.0L,Nissan,ZD30,Engine,Diesel,3.0L,5,NISSAN ZD30 3.0L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid023oTBDtVB9GKiozTksN8f1jdQu4RZGwGVGVt2h34QugNgXfriHbtFmdSVSAW7jsmLl
Toyota_2KD_2.5L,Toyota,2KD,Engine,Diesel,2.5L,4,TOYOTA 2KD ( 2.5L ) V4 DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid02e2EgKB3FLAbQbwzK2qHFN6F3oqF7wgoSacmELkMbqciAXTqihRC57eJfTnhJ3JeCl
Isuzu_4JB1_2.8L,Isuzu,4JB1,Engine,Diesel,2.8L,4,ISUZU 4JB1 2.8L V4 TURBO CHARGED DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0gwjNTheXkZG26uJQKVnLEMPU6CgJvBzRoq5HiJLVjY5oeyGvCc6pb7bjpqCdnSjjl
Isuzu_4JJ1_3.0L,Isuzu,4JJ1,Engine,Diesel,3.0L,5,ISUZU 4JJ1 TURBO INTER COOLER - DMAX – 3.0 L DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid0ZN3xiziyyWamEqcSyX22rx1WrTaT1AcRaqvCnGAf4zEDSFuKK5zzGUZ87AZuKDVhl
Kia_J2_2.7L,Kia,J2,Engine,Diesel,2.7L,5,KIA J2(2.7L) KIA JT(3.0L) V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid025QHEcA1cFmFfYRwSaZYnrM7RCB1E7y8nMpQMiiVPTkss4Qr9uyVv64Erjtyuw74cl
Toyota_1KZ_3.0L__2,Toyota,1KZ,Engine,Diesel,3.0L,5,TOYOTA 1KZ 3.0L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02u2e7qCdvbZKVmnpLh71MfT7BQdfAGjwoenrTnDBBDVfbemoZ3Ko7q6B9jHqDjQcNl
Mazda_W9_2.9L,Mazda,W9,Engine,Diesel,2.9L,5,MAZDA W9 2.9L DIESEL ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0v8e34RT7tiEtqNPuqXmbnHmfTESdxkDo3KFeaz4Tt4ShiWEhY6CDQSR2RB971rkol
Mitsubishi_4D56-TURBO_2.5L,Mitsubishi,4D56-TURBO,Engine,Diesel,2.5L,5,MITSUBISHI 4D56-TURBO 2.5L V4 DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid02L8CDKaeKLf6pVywL16f4U8321JyN8dXHxKEtaScDufzxrMqtiUXWTZv7iU8YWeYsl
Mitsubishi_4M40_2.8L,Mitsubishi,4M40,Engine,Diesel,2.8L,5,MITSUBISHI 4M40 (2.8L ) In-line 4 Cylinder turbo charged diesel engine.,https://www.facebook.com/jdmmiamimotors/posts/pfbid02iWhiJY5jVQ4EDxJTqW8CHs2Kf2TGD85L7zgGTQJKb5551K3zgANPWpEcn9Ywcx86l
Mazda_WL_2.5L__3,Mazda,WL,Engine,Diesel,2.5L,5,MAZDA WL 2.5L V4 DIESEL ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02mHndwUKJqYW6PauAedU9zSwDfB2ktHRrPRkxpzBqXmEb6uwgngfQJNyuTtACsQBHl
Toyota_1KD_3.0L__2,Toyota,1KD,Engine,Diesel,3.0L,5,TOYOTA 1KD 3.0L V4 DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid0zUoeX9VdfDHUzzzpwamGGbENwe5nVSghftGcsDuFJnE4xdx6GioEUJTQGiLwcXnnl
Mazda_WE_3.0L,Mazda,WE,Engine,Diesel,3.0L,5,MAZDA WE 3.0L V4 DIESEL ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0p5Jw9Cq3VK2QhEwWQSNwNnLJmp4zmBdWQBeGKVKcYELPmqPBe22jYyDWCUZgfs2Al
Ford_H9FA_2.4L,Ford,H9FA,Engine,Diesel,2.4L,4,FORD H9FA 2.4 L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02ZjtiP58eNpRyqkhx8dLn9BrnniFm8GoDt6Mzky9bDqbp9ENbcFG6GW8o6EepEf6Hl
Nissan_BD30_3.0L,Nissan,BD30,Engine,Diesel,3.0L,3,NISSAN BD30 3.0 L 4-CYLINDER DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02Wwc8y9EefKMcz9QVFMzFXM14J3ggdvM5SkCyszZqLhb9vQoHQTf5ubwMBiwSy1tnl
Suzuki_M16A_1.6L__2,Suzuki,M16A,Engine,Petrol,1.6L,3,SUZUKI M16A 1.6 L GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid022eHdN1ggMXkC4DTgLUzMCVRFn9KiRTrgLPvpmAVzgxW1igLnDVAARijGJBDKJGhQl
Mitsubishi_4M42_3.0L,Mitsubishi,4M42,Engine,Diesel,3.0L,5,Mitsubishi 4M42 (3.0L) Inline 4-Cylinder Turbo charges Diesel engine.,https://www.facebook.com/jdmmiamimotors/posts/pfbid0fBHvpqM2nJAwE8WxsLgcqDuxT7mcPnpDobNKmCY2g5xWPJZHeumwwkUwf2BT99vel
Mitsubishi_4P10_3.0L,Mitsubishi,4P10,Engine,Diesel,3.0L,5,MITSUBISHI FUSO 4P10 3.0 L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0dNT5u3AHhwsUJCbyMraZ9xr8HNAuyLPa9okVUCSH4uB8Ygi6FfKtqoeErzXv6U3Jl
Hyundai_D4HA,Hyundai,D4HA,Half Cut,,,4,HYUNDAI TUCSON HALF CUT – D4HA ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid06PqPNx1u6oLLXkUxMFgXy6GdgAwy6eXEjeH7mXxniXSPYK8eP2Wqcx24AmeYrRxDl
Toyota_1ZZ,Toyota,1ZZ,Engine,Petrol,,3,TOYOTA 1ZZ 1.8 V4 GASOLINE ENGINE AVAILABLE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0C7wfvVoe7MhPthYpK5DZQCHn8rtYbbNWAyM6qr6xurkUUMYaX4hde1MuxcK9ihKNl
Nissan_TD27_2.7L,Nissan,TD27,Engine,Diesel,2.7L,3,NISSAN TD27  -  2.7L  MANUAL PUMP V4 DIESEL ENGINE.,https://www.facebook.com/jdmmiamimotors/posts/pfbid0418yDZW8541VS2eMDKRkdniYPGituhK4nZsf3uXVwMkmX8YApEahpwA56oZXvQuSl
Chevrolet_F18D4_1.8L,Chevrolet,F18D4,Engine,Petrol,1.8L,4,CHEVROLET F18D4 1.8L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0V96P6QrVeML3Wby4SxiKMLStU19aTxFXGUhtY3GYaadF11ZQCr9AX2ZsWR785qjUl
Toyota_1KD,Toyota,1KD,Half Cut,,,3,TOYOTA HILUX 1KD COMPLETE HALF CUT,https://www.facebook.com/jdmmiamimotors/posts/pfbid02GDUScqpC3T1GujKN9yXr6DtPDk5pJEXe14fevYkDJuQ7hmKyCrJsU6FvndbkYuL2l
Toyota_3SZ_1.5L,Toyota,3SZ,Engine,Petrol,1.5L,4,TOYOTA 3SZ 1.5 L V4 GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02D7PNNeFqAQ9iKLDSsbweKBwvB9FyBLxxAfYv3m6Zd3DDrEVGhpybCCExBpUPqrGDl
Hyundai_H1,Hyundai,H1,Half Cut,,,4,COMPLETE HALF CUT HYUNDAI- H1,https://www.facebook.com/jdmmiamimotors/posts/pfbid02SM2N7CHgftd9eFohUsmCYKVcSfkQSowjD1chvo1dkUf5bQfo53r5ytV1N7Yq4qHVl
Toyota_7A,Toyota,7A,Half Cut,,,3,"TOYOTA COROLLA 7A HALF CUT - (CABIN, ENGINE& TRANSMISSION, COMPLETE SET OF DOORS,FRONT AND REAR DIFFERENTIALS, COMPLETE SET OF SUSPENSIONS.)",https://www.facebook.com/jdmmiamimotors/posts/pfbid021UFRskV5ywHn6NdyV37CMRLi1UVJNsURRhDN2yWqozKsvvNiBhFRjq4FQj287ZFjl
Kia_6L_2.6L,Kia,6L,Engine,Petrol,2.6L,4,KIA FE 2.6L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02B7qpoTPNnZda7fYkYDyBi13H5B6pFqEkdc2tykhP7MBDFVP4nyx7kmQowRCCH3Qel
Hyundai_G4GC_2.0L,Hyundai,G4GC,Engine,Petrol,2.0L,4,HYUNDAI  G4GC  2.0L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0oQydn4v9ddHc7LDD87wqZufyrVseJRD7vysP168ddsNgm22Gvi7acwfxrHGAdmurl
Hyundai_HalfCut,Hyundai,,Half Cut,,,4,HYUNDAI TUCSON HALF CUT AND COMPLETE CAR,https://www.facebook.com/jdmmiamimotors/posts/pfbid06RFknpU51JhLBDcJKhajcU6yjKVJEhTaQy4irvRSQzCtECfiXK6gDvPVfbmo9h19l
Toyota_3L_2.8L__2,Toyota,3L,Engine,Diesel,2.8L,4,TOYOTA 3L 2.8 L DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0CfivKUS4GSUQ8ykPE2i1vhiT6CbFX4zH9n6rrY2jd1GSod4oSKZuzVJoE1GCUm8gl
Nissan_NA20_2.0L,Nissan,NA20,Engine,Petrol,2.0L,4,NISSAN NA20 2.0L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02tTYtH2bK917ehWdJESY9JmwSYbZUV29ESZS5YxjQhcmXYxm5UVPQDJ9scrbcthX9l
Mazda_WL_2.5L__4,Mazda,WL,Engine,Diesel,2.5L,5,MAZDA WL 2.5L V4 DIESEL ENGINE AVAILABLE 🎉,https://www.facebook.com/jdmmiamimotors/posts/pfbid02cY51HGZ4r5WsDjnpt9qcgnxk8zxjpq2K6eTmg5fJHuQRsEoDkxb1TwaBhiZTZbMHl
Hino_JO8C,Hino,JO8C,Half Cut,,,3,HINO –JO8C- COMPLETE HALF CUT & TRUCK,https://www.facebook.com/jdmmiamimotors/posts/pfbid02Kt78NfvVRCYZS65vWivD61kMgE23bctuxC4doFii1HTdTzupjwL4p54PsqiakAXAl
4P10,,4P10,Gearbox,,,4,GEAR BOX 4P10,https://www.facebook.com/jdmmiamimotors/posts/pfbid02za3dRepeniTnUQHZ3pSRkRDVdJTBhrU1Ehe7sRj96fBnPHWGRPE3GtLNS9gvatJyl
Isuzu_4JB1_2.8L__2,Isuzu,4JB1,Engine,Diesel,2.8L,4,ISUZU 4JB1 2.8L V4 TURBO CHARGED DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02UvrtkVRaEXDo8iax53BsmBik9brKt1xqTKjingB13rQttY7bz6jptLDeZrzhHVo7l
Toyota_1KZ_3.0L__3,Toyota,1KZ,Engine,Diesel,3.0L,5,TOYOTA 1KZ 3.0L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0GshU4zsUQNt4FQGgWxWwrSpgaiBhW9JzAjV9NsdPw4bG4JhsUUkGYXAgbAyeng4Ll
Hyundai_G4NB_1.8L,Hyundai,G4NB,Engine,Petrol,1.8L,4,HYUNDAI G4NB 1.8 L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0nP2C43Cynzqw2DnRy82SiqNfUrWFLpeaeEPiarfeB6zrdCVufk96Lhy4Yf7eEB3fl
Toyota_5L_3.0L__2,Toyota,5L,Engine,Diesel,3.0L,4,TOYOTA 5L 3.0L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid023mNpx39TWDqDYPdWw8Fm7hysywTqgTMDkEvzvsqzp3Ncdt3gGwbMkTdV6qfPY7Hhl
Toyota_1NZ_1.5L__2,Toyota,1NZ,Engine,Petrol,1.5L,5,"Toyota 1NZ(1.5L) & 2NZ(1.3L), V4 GASOLINE ENGINE",https://www.facebook.com/jdmmiamimotors/posts/pfbid02w4G37UVCT7tBXvxZM7s1QUn67GxH1qa3sqsh9NvBUnnPFwsvSMNkp7D6YjSi88Kyl
Toyota_2RZ_2.4L,Toyota,2RZ,Engine,Petrol,2.4L,5,TOYOTA 2RZ 2.4L GASOLINE ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid02bSqVCgvTUsN1Butepm8V38Gt3nVyLVnMHEddSkqNhpBSysCZfL62ZcpexyoGj1Ttl
Nissan_VQ40,Nissan,VQ40,Half Cut,,,3,HALF CUT NISSAN PATHFINDER VQ40,https://www.facebook.com/jdmmiamimotors/posts/pfbid0H4wtVscG2QgpvBeG2XphySmdF9eJD9ZuHN7SaiDrkjg2DHgsb237tCmfRU95D9r6l
Toyota_3L_2.8L__3,Toyota,3L,Engine,Diesel,2.8L,3,"Toyota-3L, 2.8 L V4 Diesel Engine",https://www.facebook.com/jdmmiamimotors/posts/pfbid0xYKTfdksH75PB7QFwbNz375kgRayN1ZhkGBWDpHumH7NzS5hCTmCdUnaiYAWTsnnl
Toyota_3L,Toyota,3L,Half Cut,,,4,HALF CUT TOYOTA HILUX 3L,https://www.facebook.com/jdmmiamimotors/posts/pfbid0QEAVMekVXU3tjqNWY1iSMqPTr6isXGPGWYkbAHUWdsqLHp7nWqwNkJ1nijkJktFYl
Ford_F6JA_1.4L,Ford,F6JA,Engine,Diesel,1.4L,4,FORD F6JA 1.4L V4 TURBO CHARGED DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid023MtyeTsuuSGoVSJk2nx85SxbAbmq3rdPb1skhh8nwzKqPTgcatSvYgBZfua4rxw9l
Mitsubishi_6M60,Mitsubishi,6M60,Half Cut,,,5,COMPLETE TRUCK / HALF CUT MITSUBISHI FUSSO (6M60),https://www.facebook.com/jdmmiamimotors/posts/pfbid02GuSnAFgofcZiEsSHPuWki1VDUJAvYozRZJqA7wyBbh2UUbZE9QkuvGMvSTfhheQBl
Hyundai_D4CB-TURBO_2.5L,Hyundai,D4CB-TURBO,Engine,Diesel,2.5L,3,HYUNDAI –D4CB-TURBO 2.5L V4 DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0vetc6ZWh3x6rvWG4XAr6UXuquZjzpWmQpCLU8eBvkyzRV1UsafVqYt2SS57MUponl
Nissan_YD25_2.5L__2,Nissan,YD25,Engine,Diesel,2.5L,4,NISSAN YD25 2.5L V4 TURBO CHARGED DIESEL ENGINE,https://www.facebook.com/jdmmiamimotors/posts/pfbid0ZPueESZ9m1ZswvPzXbyNXNhaa8WJid4YPV6PvR9f7NSn4KG4TKGVnspFGtY7xCr6l
Nissan_YD25,Nissan,YD25,Half Cut,,,4,HALF CUT NISSAN NAVARA YD25 D40,https://www.facebook.com/jdmmiamimotors/posts/pfbid02ZLXCThcsi1MuAEq1HgcAEdFD1cHiuWjp3vzbrWvvGfactBTs5QYtKZJZsmWW6W78l
Hyundai_D4CB,Hyundai,D4CB,Half Cut,,,3,HALF CUT HYUNDAI – H 1 (D4CB),https://www.facebook.com/jdmmiamimotors/posts/pfbid0rJPy3zZkfBneNY473Sqq3rMwaybBVV6HZraFUB9n1boTFNugCMP8EiYa8K5pHxMvl
